InvoiceNo,ItemNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
IV2106311,I0010001,TEST 6381,4,30/06/2021," 6,365.00 ",CUS055
IV2106314,I0100024,TEST 6382,2,30/06/2021," 16,500.00 ",CUS001
IV2106314,I0050073,TEST 6383,2,30/06/2021," 14,000.00 ",CUS001
IV2106314,I0040029,TEST 6384,2,30/06/2021," 50,500.00 ",CUS001
IV2106314,I0010011,TEST 6385,1,30/06/2021," 21,000.00 ",CUS001
IV2106314,I0010052,TEST 6386,3,30/06/2021," 4,400.00 ",CUS001
IV2106317,I00004172,TEST 6387,4,30/06/2021," 6,650.00 ",CUS050
IV2106322,I0030250,TEST 6388,1,30/06/2021," 2,375.00 ",CUS018
IV2106322,I0060051,TEST 6389,1,30/06/2021," 3,325.00 ",CUS018
IV2106322,I0070018,TEST 6390,1,30/06/2021, 950.00 ,CUS018
IV2106322,I0020002,TEST 6391,180,30/06/2021, 66.50 ,CUS018
IV2106323,I0010001,TEST 6392,3,30/06/2021," 17,005.00 ",CUS006
IV2106324,I0040028,TEST 6393,2,30/06/2021," 65,500.00 ",CUS001
IV2106324,I0040008,TEST 6394,2,30/06/2021," 37,000.00 ",CUS001
IV2106324,I0040025,TEST 6395,2,30/06/2021," 21,000.00 ",CUS001
IV2106324,I0010056,TEST 6396,3,30/06/2021," 7,500.00 ",CUS001
IV2106324,I0010050,TEST 6397,3,30/06/2021," 6,300.00 ",CUS001
IV2106324,I0010051,TEST 6398,2,30/06/2021," 5,200.00 ",CUS001
IV2011119,I010084,TEST 6399,2,01/07/2021," 39,900.00 ",CUS006
IV2102198,I0010181,TEST 6400,2,01/07/2021," 4,000.00 ",CUS013
IV2102198,I00004005,TEST 6401,2,01/07/2021," 12,000.00 ",CUS013
IV2102198,I00000624,TEST 6402,2,01/07/2021," 27,000.00 ",CUS013
IV2102198,I0020003,TEST 6403,4,01/07/2021, 100.00 ,CUS013
IV2102198,I0020014,TEST 6404,4,01/07/2021, 160.00 ,CUS013
IV2102198,I0060009,TEST 6405,2,01/07/2021," 11,300.00 ",CUS013
IV2102198,I0010084,TEST 6406,2,01/07/2021," 27,000.00 ",CUS013
IV2102198,I00005591,TEST 6407,3,01/07/2021," 1,300.00 ",CUS013
IV2102198,I0060010,TEST 6408,2,01/07/2021," 2,700.00 ",CUS013
IV2102202,I0010181,TEST 6409,2,01/07/2021," 4,000.00 ",CUS013
IV2102202,I00004005,TEST 6410,2,01/07/2021," 12,000.00 ",CUS013
IV2102202,I0050003,TEST 6411,2,01/07/2021," 27,000.00 ",CUS013
IV2102202,I0020003,TEST 6412,4,01/07/2021, 100.00 ,CUS013
IV2102202,I0020014,TEST 6413,4,01/07/2021, 160.00 ,CUS013
IV2102202,I0060009,TEST 6414,2,01/07/2021," 11,300.00 ",CUS013
IV2102202,I00005512,TEST 6415,3,01/07/2021," 2,900.00 ",CUS013
IV2102244,I00005537,TEST 6416,2,01/07/2021," 6,500.00 ",CUS013
IV2102244,I00005536,TEST 6417,2,01/07/2021," 3,500.00 ",CUS013
IV2102253,I0050027,TEST 6418,1,01/07/2021," 84,075.00 ",CUS013
IV2103001,I0060001,TEST 6419,2,01/07/2021," 5,100.00 ",CUS001
IV2103001,I0010002,TEST 6420,5,01/07/2021," 3,800.00 ",CUS001
IV2103001,I0010180,TEST 6421,1,01/07/2021," 50,500.00 ",CUS001
IV2103103,IM0020038,TEST 6422,1000,01/07/2021, 80.00 ,CUS012
IV2103103,IM0020038,TEST 6423,1000,01/07/2021, 80.00 ,CUS012
IV2103103,IM0020038,TEST 6424,1000,01/07/2021, 80.00 ,CUS012
IV2103232,I0230008,TEST 6425,1,01/07/2021," 15,200.00 ",CUS024
IV2103266,I0010101,TEST 6426,1,01/07/2021," 173,000.00 ",CUS009
IV2103350,I0010680,TEST 6427,2,01/07/2021," 14,940.00 ",CUS050
IV2103350,I0010213,TEST 6428,5,01/07/2021," 10,350.00 ",CUS050
IV2103352,I0050003,TEST 6429,1,01/07/2021," 2,945.00 ",CUS001
IV2103352,I0010016,TEST 6430,1,01/07/2021," 4,465.00 ",CUS001
IV2103352,I0050020,TEST 6431,1,01/07/2021," 2,185.00 ",CUS001
IV2103352,I0050038,TEST 6432,1,01/07/2021," 2,945.00 ",CUS001
IV2103359,I0220019,TEST 6433,20,01/07/2021, 280.00 ,CUS010
IV2104029,I0030004,TEST 6434,4,01/07/2021," 1,330.00 ",CUS013
IV2104070,I0010347,TEST 6435,2,01/07/2021," 19,700.00 ",CUS004
IV2104070,I0010348,TEST 6436,2,01/07/2021," 19,700.00 ",CUS004
IV2104072,I0010008,TEST 6437,8,01/07/2021," 1,500.00 ",CUS062
IV2104077,I0030001,TEST 6438,4,01/07/2021," 11,210.00 ",CUS013
IV2104093,I0010001,TEST 6439,9,01/07/2021," 4,465.00 ",CUS009
IV2104132,I0010496,TEST 6440,1,01/07/2021," 8,550.00 ",CUS003
IV2104132,I0010013,TEST 6441,2,01/07/2021," 2,660.00 ",CUS003
IV2104132,I0010014,TEST 6442,2,01/07/2021," 2,470.00 ",CUS003
IV2104185,I0010007,TEST 6443,18,01/07/2021," 8,360.00 ",CUS006
IV2104185,I0040017,TEST 6444,18,01/07/2021, 475.00 ,CUS006
IV2104196,I0010007,TEST 6445,18,01/07/2021," 8,360.00 ",CUS006
IV2104196,I0040017,TEST 6446,18,01/07/2021, 475.00 ,CUS006
IV2104242,I0060019,TEST 6447,1,01/07/2021," 2,400.00 ",CUS115
IV2104242,I0060001,TEST 6448,2,01/07/2021," 8,800.00 ",CUS115
IV2104242,I0010672,TEST 6449,3,01/07/2021," 4,700.00 ",CUS115
IV2104242,I0010008,TEST 6450,2,01/07/2021," 3,800.00 ",CUS115
IV2105026,I0070037,TEST 6451,2,01/07/2021," 1,100.00 ",CUS006
IV2105026,I0030182,TEST 6452,2,01/07/2021," 2,400.00 ",CUS006
IV2105026,I0020031,TEST 6453,20,01/07/2021, 110.00 ,CUS006
IV2105092,I0060002,TEST 6454,2,01/07/2021," 4,560.00 ",CUS001
IV2105092,I0020002,TEST 6455,2,01/07/2021, 712.50 ,CUS001
IV2105092,I0060002,TEST 6456,2,01/07/2021," 2,375.00 ",CUS001
IV2105092,I0020009,TEST 6457,2,01/07/2021, 332.50 ,CUS001
IV2105117,I0040001,TEST 6458,150,01/07/2021, 243.68 ,CUS062
IV2105136,I00004881,TEST 6459,1,01/07/2021," 29,100.00 ",CUS003
IV2105187,I0030008,TEST 6460,1,01/07/2021," 10,300.00 ",CUS004
IV2105187,I0060004,TEST 6461,2,01/07/2021," 17,500.00 ",CUS004
IV2105227,I0010015,TEST 6462,2,01/07/2021," 9,900.00 ",CUS022
IV2105227,I0060005,TEST 6463,1,01/07/2021," 4,800.00 ",CUS022
IV2105253,I0030105,TEST 6464,1,01/07/2021," 2,700.00 ",CUS001
IV2106065,I00002868,TEST 6465,1500,01/07/2021, 50.00 ,CUS054
IV2106088,I00000880,TEST 6466,200,01/07/2021, 65.00 ,CUS004
IV2106101,I0030008,TEST 6467,3,01/07/2021," 9,785.00 ",CUS013
IV2106114,I0010015,TEST 6468,4,01/07/2021," 9,900.00 ",CUS002
IV2106124,I00004187,TEST 6469,8,01/07/2021," 6,200.00 ",CUS002
IV2106124,I0020004,TEST 6470,4,01/07/2021," 2,000.00 ",CUS002
IV2106167,I0160001,TEST 6471,50,01/07/2021, 18.00 ,CUS011
IV2106182,I0060004,TEST 6472,2,01/07/2021," 2,100.00 ",CUS053
IV2106182,I0010015,TEST 6473,2,01/07/2021," 9,900.00 ",CUS053
IV2106185,I0110012,TEST 6474,375,01/07/2021, 45.00 ,CUS011
IV2106190,I0010001,TEST 6475,4,01/07/2021," 6,365.00 ",CUS001
IV2106194,I0010001,TEST 6476,1,01/07/2021, 400.00 ,CUS018
IV2106194,I0060004,TEST 6477,1,01/07/2021," 2,100.00 ",CUS018
IV2106194,I0030009,TEST 6478,1,01/07/2021, 500.00 ,CUS018
IV2106194,I0020005,TEST 6479,1,01/07/2021," 2,000.00 ",CUS018
IV2106194,I0010015,TEST 6480,2,01/07/2021," 9,900.00 ",CUS018
IV2106194,I0010016,TEST 6481,2,01/07/2021," 7,200.00 ",CUS018
IV2106194,I0090001,TEST 6482,2,01/07/2021," 3,500.00 ",CUS018
IV2106194,I0060005,TEST 6483,1,01/07/2021," 4,800.00 ",CUS018
IV2106194,I0170002,TEST 6484,1,01/07/2021," 83,000.00 ",CUS018
IV2106201,I0110012,TEST 6485,900,01/07/2021, 38.00 ,CUS108
IV2106205,I0160001,TEST 6486,300,01/07/2021, 15.00 ,CUS006
IV2106211,I0020004,TEST 6487,2,01/07/2021," 10,925.00 ",CUS024
IV2106213,I0010001,TEST 6488,2,01/07/2021," 6,030.00 ",CUS024
IV2106217,I0110005,TEST 6489,400,01/07/2021, 48.00 ,CUS006
IV2106217,I0050001,TEST 6490,250,01/07/2021, 45.00 ,CUS006
IV2106225,I0020005,TEST 6491,10,01/07/2021," 1,600.00 ",CUS013
IV2106225,I0060004,TEST 6492,10,01/07/2021," 1,680.00 ",CUS013
IV2106225,I0060005,TEST 6493,10,01/07/2021," 3,840.00 ",CUS013
IV2106237,I0160001,TEST 6494,100,01/07/2021, 18.00 ,CUS001
IV2106245,I0010001,TEST 6495,20,01/07/2021," 6,365.00 ",CUS013
IV2106247,I0160001,TEST 6496,500,01/07/2021, 18.00 ,CUS005
IV2106265,I0060005,TEST 6497,2,01/07/2021," 4,800.00 ",CUS006
IV2106266,I0060005,TEST 6498,2,01/07/2021," 4,800.00 ",CUS006
IV2106274,I0010016,TEST 6499,1,01/07/2021," 7,200.00 ",CUS006
IV2106279,I00014292,TEST 6500,1,01/07/2021," 29,880.00 ",CUS028
IV2106281,I0060005,TEST 6501,2,01/07/2021," 4,320.00 ",CUS028
IV2106281,I0020005,TEST 6502,1,01/07/2021," 1,800.00 ",CUS028
IV2106281,I0020005,TEST 6503,1,01/07/2021, 144.00 ,CUS028
IV2106281,I0010181,TEST 6504,1,01/07/2021," 2,000.00 ",CUS028
IV2106284,I0060005,TEST 6505,6,01/07/2021," 4,560.00 ",CUS001
IV2106284,I0020005,TEST 6506,5,01/07/2021," 1,900.00 ",CUS001
IV2106293,I0160001,TEST 6507,1800,01/07/2021, 13.00 ,CUS002
IV2106305,I0110013,TEST 6508,300,01/07/2021, 32.00 ,CUS152
IV2106305,I0050014,TEST 6509,100,01/07/2021, 32.00 ,CUS152
IV2106312,I0110011,TEST 6510,6000,01/07/2021, 28.50 ,CUS060
IV2107002,I00000682,TEST 6511,1,01/07/2021," 5,985.00 ",CUS006
IV2107002,I00000682,TEST 6512,1,01/07/2021," 5,985.00 ",CUS006
IV2107002,I00000682,TEST 6513,1,01/07/2021," 5,985.00 ",CUS006
IV2107003,I00000681,TEST 6514,1,01/07/2021," 6,365.00 ",CUS006
IV2107003,I00000681,TEST 6515,1,01/07/2021," 6,365.00 ",CUS006
IV2107003,I00000681,TEST 6516,1,01/07/2021," 6,365.00 ",CUS006
IV2107006,I0080148,TEST 6517,2,01/07/2021," 15,390.00 ",CUS003
IV2104244,I0010039,TEST 6518,45,02/07/2021, 750.00 ,CUS002
IV2104247,I0010039,TEST 6519,60,02/07/2021, 750.00 ,CUS002
IV2105248,I0060027,TEST 6520,1,02/07/2021," 83,600.00 ",CUS013
IV2105248,I0050136,TEST 6521,8,02/07/2021," 7,505.00 ",CUS013
IV2106313,I0060007,TEST 6522,2,02/07/2021," 2,100.00 ",CUS136
IV2106313,I0020005,TEST 6523,2,02/07/2021," 2,000.00 ",CUS136
IV2106313,I0060005,TEST 6524,2,02/07/2021," 4,800.00 ",CUS136
IV2107001,I0110011,TEST 6525,3000,02/07/2021, 25.00 ,CUS024
IV2107004,I0160001,TEST 6526,1050,02/07/2021, 12.00 ,CUS063
IV2107009,I0110030,TEST 6527,100,02/07/2021, 245.00 ,CUS009
IV2107010,I0160001,TEST 6528,600,02/07/2021, 17.46 ,CUS010
IV2107012,I00005456,TEST 6529,2,02/07/2021," 9,500.00 ",CUS013
IV2107014,I0030086,TEST 6530,2,02/07/2021," 2,090.00 ",CUS024
IV2107015,I0170002,TEST 6531,1,02/07/2021," 83,000.00 ",CUS002
IV2107016,I00013327,TEST 6532,3,02/07/2021," 21,375.00 ",CUS003
IV2107017,I00004136,TEST 6533,1,02/07/2021," 62,225.00 ",CUS003
IV2107017,I00004170,TEST 6534,1,02/07/2021," 13,395.00 ",CUS003
IV2107017,I00004171,TEST 6535,1,02/07/2021," 44,270.00 ",CUS003
IV2107018,I0060143,TEST 6536,4,02/07/2021," 2,755.00 ",CUS003
IV2107020,I0050135,TEST 6537,1,02/07/2021," 14,100.00 ",CUS006
IV2107020,I0060151,TEST 6538,1,02/07/2021," 10,500.00 ",CUS006
IV2107020,I0040123,TEST 6539,1,02/07/2021," 67,000.00 ",CUS006
IV2107020,I0020109,TEST 6540,1,02/07/2021," 10,100.00 ",CUS006
IV2107020,I0050136,TEST 6541,1,02/07/2021," 253,000.00 ",CUS006
IV2107020,I0050137,TEST 6542,1,02/07/2021," 43,300.00 ",CUS006
IV2107020,I0030194,TEST 6543,1,02/07/2021, 460.00 ,CUS006
IV2107020,I0030195,TEST 6544,1,02/07/2021," 36,000.00 ",CUS006
IV2107020,I0030872,TEST 6545,1,02/07/2021," 5,400.00 ",CUS006
IV2107020,I0030193,TEST 6546,2,02/07/2021, 450.00 ,CUS006
IV2107020,I0060109,TEST 6547,2,02/07/2021," 3,600.00 ",CUS006
IV2107020,I0060110,TEST 6548,4,02/07/2021," 8,700.00 ",CUS006
IV2107020,I0010050,TEST 6549,1,02/07/2021, 50.00 ,CUS006
IV2107020,I0010017,TEST 6550,1,02/07/2021, 170.00 ,CUS006
IV2107020,I0010025,TEST 6551,1,02/07/2021, 250.00 ,CUS006
IV2107020,I0010039,TEST 6552,1,02/07/2021, 35.00 ,CUS006
IV2107020,I0060107,TEST 6553,1,02/07/2021, 35.00 ,CUS006
IV2107020,I0060108,TEST 6554,1,02/07/2021, 45.00 ,CUS006
IV2107020,I00003472,TEST 6555,1,02/07/2021, 900.00 ,CUS006
IV2107020,I010086,TEST 6556,3,02/07/2021, 400.00 ,CUS006
IV2107020,I00003471,TEST 6557,1,02/07/2021," 23,600.00 ",CUS006
IV2107020,I00000184,TEST 6558,1,02/07/2021, 360.00 ,CUS006
IV2107020,I0060101,TEST 6559,2,02/07/2021, 360.00 ,CUS006
IV2107020,I0060102,TEST 6560,2,02/07/2021," 1,000.00 ",CUS006
IV2107020,I0060103,TEST 6561,1,02/07/2021," 1,700.00 ",CUS006
IV2107020,I0060105,TEST 6562,1,02/07/2021, 250.00 ,CUS006
IV2012068,I0080273,TEST 6563,4,05/07/2021," 114,750.00 ",CUS003
IV2103178,I0010085,TEST 6564,1,05/07/2021," 2,852.00 ",CUS003
IV2103178,I0050126,TEST 6565,1,05/07/2021," 331,200.00 ",CUS003
IV2103178,I00000055,TEST 6566,1,05/07/2021," 57,040.00 ",CUS003
IV2103179,I0010212,TEST 6567,4,05/07/2021," 10,830.00 ",CUS050
IV2105079,I0030001,TEST 6568,2,05/07/2021, 260.00 ,CUS013
IV2105079,I0030008,TEST 6569,2,05/07/2021," 4,300.00 ",CUS013
IV2105079,I0070027,TEST 6570,2,05/07/2021, 400.00 ,CUS013
IV2105079,I00000702,TEST 6571,1,05/07/2021," 45,000.00 ",CUS013
IV2105079,I0070027,TEST 6572,1,05/07/2021, 570.00 ,CUS013
IV2105079,I0070142,TEST 6573,1,05/07/2021," 1,200.00 ",CUS013
IV2105191,I0020002,TEST 6574,40,05/07/2021, 66.50 ,CUS006
IV2105191,I0020003,TEST 6575,8,05/07/2021, 95.00 ,CUS006
IV2105191,I00004662,TEST 6576,2,05/07/2021," 1,235.00 ",CUS006
IV2105191,I00013663,TEST 6577,1,05/07/2021," 21,850.00 ",CUS006
IV2105191,I00013662,TEST 6578,1,05/07/2021," 114,000.00 ",CUS006
IV2105191,I0070027,TEST 6579,2,05/07/2021, 380.00 ,CUS006
IV2105191,I0030008,TEST 6580,2,05/07/2021, 760.00 ,CUS006
IV2105191,I0050081,TEST 6581,1,05/07/2021, 95.00 ,CUS006
IV2105191,I0030001,TEST 6582,2,05/07/2021, 247.00 ,CUS006
IV2105191,I00006116,TEST 6583,1,05/07/2021," 42,750.00 ",CUS006
IV2105191,I00013664,TEST 6584,2,05/07/2021," 16,625.00 ",CUS006
IV2105191,I0020106,TEST 6585,1,05/07/2021," 47,500.00 ",CUS006
IV2105191,I0070324,TEST 6586,1,05/07/2021, 950.00 ,CUS006
IV2105191,I0070197,TEST 6587,1,05/07/2021," 3,610.00 ",CUS006
IV2105191,I0070198,TEST 6588,1,05/07/2021," 3,705.00 ",CUS006
IV2105191,I0010056,TEST 6589,16,05/07/2021, 28.50 ,CUS006
IV2105191,I00013666,TEST 6590,8,05/07/2021, 38.00 ,CUS006
IV2105191,I0060001,TEST 6591,4,05/07/2021, 19.00 ,CUS006
IV2105191,I0010024,TEST 6592,2,05/07/2021, 190.00 ,CUS006
IV2105191,I0050002,TEST 6593,4,05/07/2021, 190.00 ,CUS006
IV2105191,I0050001,TEST 6594,4,05/07/2021, 237.50 ,CUS006
IV2105191,I0080035,TEST 6595,2,05/07/2021," 4,180.00 ",CUS006
IV2105191,I0080036,TEST 6596,2,05/07/2021," 4,180.00 ",CUS006
IV2105191,I0050006,TEST 6597,2,05/07/2021, 760.00 ,CUS006
IV2105191,I0060080,TEST 6598,2,05/07/2021, 760.00 ,CUS006
IV2105191,I0020136,TEST 6599,16,05/07/2021, 142.50 ,CUS006
IV2105191,I00002942,TEST 6600,16,05/07/2021, 28.50 ,CUS006
IV2105191,I00006091,TEST 6601,2,05/07/2021," 1,995.00 ",CUS006
IV2105191,I00013660,TEST 6602,12,05/07/2021, 950.00 ,CUS006
IV2105191,I00013661,TEST 6603,6,05/07/2021, 475.00 ,CUS006
IV2105191,I0050003,TEST 6604,4,05/07/2021," 19,000.00 ",CUS006
IV2105191,I00003501,TEST 6605,8,05/07/2021, 152.00 ,CUS006
IV2105191,I00006097,TEST 6606,2,05/07/2021," 6,175.00 ",CUS006
IV2105191,I00004663,TEST 6607,2,05/07/2021, 665.00 ,CUS006
IV2105191,I0010002,TEST 6608,2,05/07/2021," 3,610.00 ",CUS006
IV2105191,I0010003,TEST 6609,2,05/07/2021," 3,420.00 ",CUS006
IV2105191,I0020006,TEST 6610,8,05/07/2021, 475.00 ,CUS006
IV2105191,I00006092,TEST 6611,2,05/07/2021," 3,040.00 ",CUS006
IV2105191,I00013659,TEST 6612,2,05/07/2021," 1,805.00 ",CUS006
IV2106239,I0160001,TEST 6613,400,05/07/2021, 18.00 ,CUS36
IV2106318,I00003119,TEST 6614,1100,05/07/2021, 187.00 ,CUS013
IV2107005,I0110011,TEST 6615,3000,05/07/2021, 25.00 ,CUS024
IV2107011,I0020005,TEST 6616,5,05/07/2021," 1,600.00 ",CUS006
IV2107011,I0060005,TEST 6617,5,05/07/2021," 3,840.00 ",CUS006
IV2107011,I0060004,TEST 6618,5,05/07/2021," 1,680.00 ",CUS006
IV2107021,I0160001,TEST 6619,400,05/07/2021, 18.00 ,CUS016
IV2107024,I00000495,TEST 6620,1,05/07/2021, 250.00 ,CUS005
IV2107024,I00000494,TEST 6621,2,05/07/2021, 25.00 ,CUS005
IV2107024,I00000496,TEST 6622,1,05/07/2021, 150.00 ,CUS005
IV2107024,I00000498,TEST 6623,1,05/07/2021, 130.00 ,CUS005
IV2107024,I0020192,TEST 6624,6,05/07/2021, 30.00 ,CUS005
IV2107024,I0010016,TEST 6625,6,05/07/2021, 15.00 ,CUS005
IV2107024,I0010033,TEST 6626,2,05/07/2021, 30.00 ,CUS005
IV2107025,I0010001,TEST 6627,1,05/07/2021, 400.00 ,CUS005
IV2107025,I0030009,TEST 6628,1,05/07/2021, 500.00 ,CUS005
IV2107025,I0060004,TEST 6629,1,05/07/2021," 2,100.00 ",CUS005
IV2107025,I0020005,TEST 6630,1,05/07/2021," 2,000.00 ",CUS005
IV2107025,I0020005,TEST 6631,1,05/07/2021, 160.00 ,CUS005
IV2107026,I00003455,TEST 6632,1,05/07/2021, 900.00 ,CUS005
IV2107027,I00012184,TEST 6633,1,05/07/2021," 3,100.00 ",CUS005
IV2107028,I00012184,TEST 6634,1,05/07/2021," 3,100.00 ",CUS005
IV2107029,I00000536,TEST 6635,1,05/07/2021, 400.00 ,CUS005
IV2107029,I00000537,TEST 6636,1,05/07/2021, 180.00 ,CUS005
IV2107029,I00000538,TEST 6637,2,05/07/2021, 800.00 ,CUS005
IV2107029,I00000539,TEST 6638,2,05/07/2021, 60.00 ,CUS005
IV2107029,I0010055,TEST 6639,1,05/07/2021," 10,500.00 ",CUS005
IV2107029,I00000494,TEST 6640,2,05/07/2021, 25.00 ,CUS005
IV2107029,I00000495,TEST 6641,1,05/07/2021, 250.00 ,CUS005
IV2107029,I00000496,TEST 6642,1,05/07/2021, 150.00 ,CUS005
IV2107029,I00000497,TEST 6643,2,05/07/2021, 460.00 ,CUS005
IV2107029,I00000498,TEST 6644,1,05/07/2021, 130.00 ,CUS005
IV2107029,I00000494,TEST 6645,2,05/07/2021, 25.00 ,CUS005
IV2107030,I0030104,TEST 6646,4,05/07/2021, 250.00 ,CUS005
IV2107030,I0020018,TEST 6647,4,05/07/2021, 350.00 ,CUS005
IV2107030,I0030445,TEST 6648,4,05/07/2021, 200.00 ,CUS005
IV2107030,I00000496,TEST 6649,1,05/07/2021, 150.00 ,CUS005
IV2107030,I00000497,TEST 6650,2,05/07/2021, 460.00 ,CUS005
IV2107030,I00000498,TEST 6651,1,05/07/2021, 130.00 ,CUS005
IV2107030,I0010026,TEST 6652,8,05/07/2021, 50.00 ,CUS005
IV2107030,I0020017,TEST 6653,4,05/07/2021, 600.00 ,CUS005
IV2107030,I0030103,TEST 6654,4,05/07/2021, 350.00 ,CUS005
IV2107030,I00000494,TEST 6655,2,05/07/2021, 25.00 ,CUS005
IV2107030,I00000495,TEST 6656,1,05/07/2021, 250.00 ,CUS005
IV2107031,I0060009,TEST 6657,6,05/07/2021," 11,300.00 ",CUS004
IV2107035,I00002692,TEST 6658,10,05/07/2021," 14,100.00 ",CUS054
IV2107036,I0160001,TEST 6659,250,05/07/2021, 18.00 ,CUS006
IV2107037,I00000054,TEST 6660,1,05/07/2021," 256,500.00 ",CUS003
IV2107038,I0030578,TEST 6661,2,05/07/2021," 16,435.00 ",CUS003
IV2107038,I0030579,TEST 6662,2,05/07/2021," 21,185.00 ",CUS003
IV2101097,I00012439,TEST 6663,4,06/07/2021," 14,600.00 ",CUS001
IV2101220,I0080274,TEST 6664,1,06/07/2021," 617,500.00 ",CUS006
IV2106257,I0110017,TEST 6665,120,06/07/2021, 235.00 ,CUS013
IV2107019,I0110011,TEST 6666,500,06/07/2021, 28.50 ,CUS058
IV2107039,I0030670,TEST 6667,6,06/07/2021," 3,705.00 ",CUS009
IV2107040,I0110001,TEST 6668,200,06/07/2021, 350.00 ,CUS001
IV2107041,I0110001,TEST 6669,200,06/07/2021, 350.00 ,CUS001
IV2107042,I0110001,TEST 6670,200,06/07/2021, 350.00 ,CUS001
IV2107044,I0010912,TEST 6671,6,06/07/2021," 3,900.00 ",CUS004
IV2107045,I0010110,TEST 6672,8,06/07/2021," 1,100.00 ",CUS133
IV2107045,I0030015,TEST 6673,2,06/07/2021," 7,500.00 ",CUS133
IV2107045,I0060032,TEST 6674,2,06/07/2021," 2,300.00 ",CUS133
IV2107045,I0020006,TEST 6675,4,06/07/2021, 400.00 ,CUS133
IV2107045,I0060096,TEST 6676,1,06/07/2021," 16,500.00 ",CUS133
IV2107045,I0060075,TEST 6677,1,06/07/2021," 15,000.00 ",CUS133
IV2107045,I0080133,TEST 6678,1,06/07/2021," 41,000.00 ",CUS133
IV2107045,I0080135,TEST 6679,1,06/07/2021," 15,500.00 ",CUS133
IV2107046,I0030596,TEST 6680,12,06/07/2021," 9,120.00 ",CUS013
IV2107046,I0030084,TEST 6681,12,06/07/2021," 9,215.00 ",CUS013
IV2107047,I010078,TEST 6682,1,06/07/2021," 29,000.00 ",CUS004
IV2107048,I0030099,TEST 6683,8,06/07/2021," 2,900.00 ",CUS004
IV2107049,I0040018,TEST 6684,4,06/07/2021," 3,200.00 ",CUS133
IV2107049,I0030015,TEST 6685,4,06/07/2021," 7,500.00 ",CUS133
IV2107049,I00006205,TEST 6686,4,06/07/2021," 22,500.00 ",CUS133
IV2107050,I00006206,TEST 6687,2,06/07/2021," 7,500.00 ",CUS133
IV2107051,I0030015,TEST 6688,2,06/07/2021," 7,500.00 ",CUS133
IV2107051,I0040018,TEST 6689,2,06/07/2021," 3,200.00 ",CUS133
IV2107051,I0060057,TEST 6690,1,06/07/2021," 11,300.00 ",CUS133
IV2107051,I00001071,TEST 6691,1,06/07/2021," 13,700.00 ",CUS133
IV2107052,I00001080,TEST 6692,1,06/07/2021," 14,800.00 ",CUS133
IV2107052,I00001079,TEST 6693,1,06/07/2021," 18,500.00 ",CUS133
IV2107053,I00006211,TEST 6694,2,06/07/2021," 12,000.00 ",CUS015
IV2107054,I0030090,TEST 6695,1,06/07/2021," 16,700.00 ",CUS024
IV2107058,I00006207,TEST 6696,1,06/07/2021," 11,400.00 ",CUS029
IV2107061,I00014292,TEST 6697,1,06/07/2021," 29,880.00 ",CUS028
IV2104068,IM0040116,TEST 6698,1,07/07/2021," 55,100.00 ",CUS024
IV2104201,I0020004,TEST 6699,1,07/07/2021," 10,925.00 ",CUS024
IV2106262,I0110007,TEST 6700,500,07/07/2021, 42.00 ,CUS067
IV2106262,I0110005,TEST 6701,500,07/07/2021, 42.00 ,CUS067
IV2107056,I0010016,TEST 6702,2,07/07/2021," 7,200.00 ",CUS053
IV2107059,I0110031,TEST 6703,40,07/07/2021, 280.00 ,CUS012
IV2107062,I0110031,TEST 6704,40,07/07/2021, 280.00 ,CUS012
IV2107063,I0070010,TEST 6705,1,07/07/2021," 339,000.00 ",CUS024
IV2107064,I00001831,TEST 6706,100,07/07/2021, 215.00 ,CUS032
IV2107064,I00002867,TEST 6707,300,07/07/2021, 215.00 ,CUS032
IV2107066,I00005930,TEST 6708,1,07/07/2021," 11,300.00 ",CUS006
IV2107066,I0040085,TEST 6709,2,07/07/2021," 1,400.00 ",CUS006
IV2107067,I0010015,TEST 6710,3,07/07/2021," 9,405.00 ",CUS003
IV2107068,I00014521,TEST 6711,1,07/07/2021," 62,100.00 ",CUS007
IV2107070,I00006213,TEST 6712,1,07/07/2021," 8,500.00 ",CUS007
IV2107070,I00006214,TEST 6713,1,07/07/2021," 5,400.00 ",CUS007
IV2107070,I00006215,TEST 6714,1,07/07/2021," 3,800.00 ",CUS007
IV2107070,I00006216,TEST 6715,1,07/07/2021," 1,800.00 ",CUS007
IV2107070,I00004196,TEST 6716,2,07/07/2021, 200.00 ,CUS007
IV2107070,I0070058,TEST 6717,1,07/07/2021," 1,300.00 ",CUS007
IV2107070,I0070191,TEST 6718,2,07/07/2021," 1,300.00 ",CUS007
IV2107070,I0070198,TEST 6719,1,07/07/2021," 2,100.00 ",CUS007
IV2107070,I00006217,TEST 6720,1,07/07/2021, 350.00 ,CUS007
IV2107070,I00006209,TEST 6721,1,07/07/2021," 97,100.00 ",CUS007
IV2107070,I00006210,TEST 6722,1,07/07/2021," 73,800.00 ",CUS007
IV2107070,I0030188,TEST 6723,2,07/07/2021, 800.00 ,CUS007
IV2107070,I0030189,TEST 6724,2,07/07/2021, 850.00 ,CUS007
IV2107070,IK0010063,TEST 6725,1,07/07/2021, 120.00 ,CUS007
IV2107071,I00004682,TEST 6726,2,07/07/2021," 1,700.00 ",CUS006
